category_id,image_path,technique_used,notes,ground_truth,human_guesses,ai_guess,ai_confidence,ai_reasoning,created_at
56,56/56_36.jpg,,,throwing,"Throwing, Throwimg a ball, House, Throwing",daydreaming,66,The person seems to be in a daydream with those clouds above their head.,2025-07-25T18:26:06.282449+00:00
60,60/60_91.jpg,,,sushi,"Sushi, Bagl, Idk, Sushi",bagel,60,"It looks like a bagel, ready for cream cheese!",2025-07-25T18:59:49.341792+00:00
60,60/60_92.jpg,,,banana,"Banana, Banana, Banana, Banana",empanada,60,Looks like an empanada with a sealed edge.,2025-07-25T19:24:59.601687+00:00
61,61/61_52.jpg,,,key,"Motorcyle in progress, Key, Telephone, Key",truck,60,It looks like a truck with a big load in the back!,2025-07-25T19:40:29.466327+00:00
72,72/72_34.jpg,,,Toy Story,"Toy story, Woody, Toy story, Toy story",Treasure Island,60,The hat and pose make me think of pirates and buried treasure!,2025-07-25T20:28:51.619364+00:00
58,58/58_6.jpg,,,Secret,"Collabrate, Secret, @-@, Kissing",Support,71,Looks like someone is supporting another person. Maybe they need help?,2025-07-25T20:41:35.997068+00:00
57,57/57_51.jpg,,,police,"Roraly, Police, Dog man, Dog man",entertainer,60,"The drawing looks like someone putting on a show, an entertainer!",2025-07-25T21:43:32.809007+00:00
61,61/61_53.jpg,,,cup,"Cup, Pot, Cup, Mug cup",bowl,60,It looks like a bowl filled with something!,2025-07-25T22:55:13.512018+00:00
61,61/61_54.jpg,,,boat,"Boat, Boat, Playground, Streetlight",sink,80,It looks like a sink with a tap!,2025-07-26T20:17:31.057544+00:00
59,59/59_61.jpg,,,haunted house,"Stop cheating the ai, Haunted house, Idk whtis this bro like whattt🤔, Haunted house",pond,40,It looks like a pond with a small waterfall.,2025-07-26T20:19:53.769022+00:00
60,60/60_93.jpg,,,popcorn,"Popcorn, Popcorn, Coffee",milkshake,60,Looks like a cup with something thick inside. Maybe a milkshake?,2025-07-27T00:00:16.161139+00:00
65,65/65_35.jpg,,,Kenya,"Kenya, Kenya",New Zealand,25,Maybe the scribbles are sheep? New Zealand has lots of sheep!,2025-07-27T18:19:13.699189+00:00
57,57/57_52.jpg,,,barber,"Scientist, Barber, Rockstar, Barber",entertainer,65,"The whole thing just screams 'look at me, I'm entertaining!'",2025-07-27T18:45:49.771632+00:00
72,72/72_35.jpg,,,Jaws,Jaws,Flight,89,The stick figure is flying! Maybe it's a movie about flight.,2025-07-27T19:18:49.661604+00:00
60,60/60_94.jpg,,,bacon,"Bacon, Bacon, Violin, Chicken",ravioli,82,The drawing looks like a plump ravioli filled with deliciousness!,2025-07-27T19:35:28.729618+00:00
61,61/61_55.jpg,,,ruler,"Ruler, Piano, Ruler, Ruler",domino,80,It looks like a domino with multiple dots on it.,2025-07-27T19:45:01.60746+00:00
56,56/56_37.jpg,,,sleeping,"Zig zag, Z, Sleeping, Zigzag",zigzagging,60,"It looks like a zigzag path, so maybe it's about zigzagging?",2025-07-27T21:12:57.702341+00:00
60,60/60_95.jpg,,,strawberry,"Carrot, Strawberry, Pizza, Carrot",nachos,55,The triangle shape and toppings make me think of nachos!,2025-07-26T23:18:31.093096+00:00
61,61/61_56.jpg,,,couch,"Bean bag, Bean bag, Record, Couch",goggles,60,Looks like a pair of goggles to me!,2025-07-28T17:10:18.696345+00:00
61,61/61_57.jpg,,,jacket,"Jacket, Person, Fish, Thom yorke",person,50,Looks like a person standing with one arm out.,2025-07-28T20:00:45.873272+00:00
65,65/65_36.jpg,,,Greece,"Denmark, I dont know, America, Greece",United States,85,Looks like the stars and stripes! Maybe they're drawing the American flag?,2025-07-28T20:26:19.926307+00:00
60,60/60_96.jpg,,,coconut,"Coconut, Coconut, Coconut",peach,8,It looks like a peach with a flag on top. A very proud peach!,2025-07-28T21:09:31.712247+00:00
56,56/56_38.jpg,,,farting,"Farting, Farting, Farting, Farting",upset,79,The sad face suggests someone is feeling quite down. Maybe they're upset?,2025-07-28T22:19:40.616261+00:00
55,55/55_59.jpg,,,swan,"Rockit, Swan, Rocket, Shark",squid,8,The shape reminds me of a squid swimming in the ocean!,2025-07-28T22:21:58.782101+00:00
64,64/64_14.jpg,,,Subway,"Subway, Scribble, Subway, Subway",Generic Brand,5,Looks like a generic brand covered in scribbles.,2025-07-28T22:50:32.091272+00:00
60,60/60_97.jpg,,,melon,"Watermelon seeds, Watermellon, Melon",fruit,55,It looks like a fruit next to a slice of fruit!,2025-08-01T21:14:14.25908+00:00
57,57/57_53.jpg,,,witch,"Hat, Dog, Witch",adventurer,88,The arrow pointing down makes me think of someone exploring!,2025-07-27T23:49:19.90165+00:00
71,71/71_33.jpg,,,Angry Birds,"Aa idk , Angry birds",Terraria,30,The blocks and the animal remind me of Terraria.,2025-07-29T18:55:03.535135+00:00
56,56/56_39.jpg,,,kicking,"Leg, Big. Nosed dude, IDK, Kicking",greeting,89,The 'Hey' makes me think of a greeting!,2025-07-29T19:26:56.700361+00:00
55,55/55_60.jpg,,,walrus,"Dragon, Walrus, Dragon",kiwi,15,That body shape reminds me of a kiwi bird. Is it hiding in New Zealand?,2025-07-29T21:16:09.669122+00:00
72,72/72_36.jpg,,,King Kong,"Koala, King kong, King Kong",Cliffhanger,60,Looks like a person hanging off a cliff!,2025-07-29T21:28:15.096097+00:00
61,61/61_58.jpg,,,key,"Key, Car, Key, Key",slug,80,Looks like a slug!,2025-07-29T22:16:33.42903+00:00
65,65/65_37.jpg,,,Mexico,"Italy, Bolivia, Mexico, France",Fiji,15,"The bird looks like a parrot, and Fiji is known for its colorful birds.",2025-07-29T23:11:37.180202+00:00
65,65/65_38.jpg,,,Mexico,"Mexico, Dot, ..., Earth",Singapore,70,It could be a small dot representing the small island nation of Singapore.,2025-07-29T23:29:37.222416+00:00
55,55/55_61.jpg,,,platypus,"Dog, Platypus, Dog, Turtle",turtle,75,It looks like a turtle!,2025-07-30T17:40:41.778257+00:00
59,59/59_62.jpg,,,factory,"Factory, Factory",skyscraper,88,It's a tall building with many windows. A skyscraper!,2025-07-30T18:08:06.643401+00:00
61,61/61_59.jpg,,,kite,"Kite, Kite, Kite, Kite",scribbles,70,It looks like a page full of scribbles!,2025-07-30T19:05:42.502624+00:00
64,64/64_15.jpg,,,Spotify,"Spotify, Spotify, Spotify, Spoty",Under Armour,45,"The legs are crossed out, maybe meaning no armour?",2025-07-29T18:20:33.767321+00:00
72,72/72_37.jpg,,,Frozen,"Home alone, Frozen, King kong, Titanic",The Climb,9,"The figure is climbing stairs, so it could be a movie about climbing!",2025-07-30T21:31:17.3879+00:00
60,60/60_98.jpg,,,beer,"Bottle, Wine, Water bottle, Beer",cider,66,The bottle shape makes me think of a nice glass of cider!,2025-07-30T21:42:42.509171+00:00
69,69/69_9.jpg,,,moon,"Ipad?, Phone, Tv, Moon",screen,67,"It looks like a screen, maybe a monitor or a display of some sort.",2025-07-30T23:22:59.572328+00:00
69,69/69_10.jpg,,,moon,"Spaceship, Moon, Moon with the stars, Moon",planet,80,It looks like a planet with stars around it.,2025-07-30T23:36:40.400775+00:00
57,57/57_54.jpg,,,boxer,"J, H, T, Boxer",builder,82,"It looks like a building, so maybe a builder?",2025-07-31T00:00:30.920617+00:00
72,72/72_38.jpg,,,Kung Fu Panda,Kung fu panda,Circle,8,"It's literally a circle, so why not?",2025-07-31T16:48:20.521585+00:00
64,64/64_16.jpg,,,X,X,Plus,70,It's a plus sign! Like the streaming service Paramount Plus!,2025-07-31T17:33:00.112182+00:00
65,65/65_39.jpg,,,Portugal,"Portigul, Poutuil, Portugal, Portugal",Russia,30,"The stick figure is wearing a ushanka hat, like in Russia!",2025-07-31T18:18:40.484578+00:00
64,64/64_17.jpg,,,IKEA,"A skribble, Tournado, Scribble, Ikea",Reebok,55,Looks like a logo that someone tried to cover up!,2025-07-31T18:30:56.160049+00:00
60,60/60_99.jpg,,,potato,"Potato, Potato, Potato",corn dog,82,It looks like a corn dog on a stick!,2025-07-31T19:57:28.829482+00:00
60,60/60_100.jpg,,,bell pepper,"Bellpepper, Apple, Bell pepper",squash,80,It looks like a squash.,2025-07-30T20:58:17.905276+00:00
57,57/57_55.jpg,,,scientist,"Scientist, Gamer, Clown, Chef",fighter,90,The drawing looks like a fighter ready to throw a punch!,2025-07-31T21:17:35.063406+00:00
60,60/60_101.jpg,,,yogurt,"Bowl with carrot on it, Yogurt, Cup and straw, Coffee",juice,82,Looks like a glass of juice to me!,2025-07-31T22:02:45.404842+00:00
57,57/57_56.jpg,,,father,"Father, Techer, Father",nerd,70,The glasses and hair make me think of a nerd.,2025-07-31T22:46:17.883831+00:00
60,60/60_102.jpg,,,sushi,"Sushi, Sushi, Sushi, Shushi",juice,82,That cup looks like it could hold a refreshing juice!,2025-07-31T23:20:06.308927+00:00
60,60/60_103.jpg,,,tofu,"Tofu, Avocado, Cake, Cheese",submarine sandwich,70,"It looks like a submarine sandwich, with the top part being the filling.",2025-08-01T03:11:40.055233+00:00
68,68/68_17.jpg,,,Islam,"Star, Illusion, Star, Islam",Government,72,It looks like a structured system within a boundary.,2025-08-01T03:43:05.920908+00:00
68,68/68_18.jpg,,,Olympics,"Olympics, Olympics, Olympics",Knowledge,80,A cloud of knowledge above someone's head!,2025-08-01T04:07:43.001173+00:00
67,67/67_7.jpg,,,Fencing,"Fire, Fencing, Fencing, Pickle ball",Netball,60,Looks like they are building a net for netball!,2025-08-01T04:49:23.21859+00:00
55,55/55_62.jpg,,,elephant,"Elephant, Elephant, Elephant",ladybug,45,The round shape reminds me of a ladybug!,2025-08-01T18:08:33.88698+00:00
72,72/72_39.jpg,,,Iron Man,"Iron man, Up, Captain america, Back to the future",Robot,55,It looks like a robot,2025-08-01T20:37:13.230113+00:00
68,68/68_19.jpg,,,Thanksgiving,"A fish swimming into a donut pot, Thanksgiving, Planet, Fruit",Engagement,70,The ring looks like an engagement ring!,2025-08-01T20:50:20.116077+00:00
57,57/57_57.jpg,,,DJ,"Doorkeeper, DJ, Person opneing , Doorman",repairman,82,Looks like a repairman fixing something!,2025-07-31T20:26:37.993801+00:00
70,70/70_2.jpg,,,Kaws,"Lady gaga, Clown, Clown, Kaws",Takashi Murakami,72,The cartoonish style reminds me of Murakami's playful characters.,2025-08-01T23:47:00.303772+00:00
55,55/55_63.jpg,,,deer,"Deer, Goat, Deer, Ant",tick,75,It looks like a tick.,2025-08-02T17:46:48.343571+00:00
61,61/61_60.jpg,,,boat,"Boat, Boat, Boat, Ship",bowl,75,It looks like a bowl.,2025-08-02T22:38:02.946314+00:00
61,61/61_61.jpg,,,television,"Television, Television, Tv",nightstand,80,Looks like a nightstand with a lamp on it.,2025-08-03T00:16:06.643327+00:00
65,65/65_40.jpg,,,Australia,"Australia, Australia, Australia",Italy,15,"The figure looks like a person gesturing dramatically, like an Italian!",2025-08-03T00:27:14.768549+00:00
57,57/57_58.jpg,,,journalist,"Journalist, Businessman, Abductee",builder,82,"The drawing looks like a building under construction, so a builder?",2025-08-03T00:43:26.350733+00:00
60,60/60_104.jpg,,,kiwi,"Strawberry, Cocunut drink, Strawberry, Kiwi",raspberry,77,It looks like a raspberry with the little bumps on the surface.,2025-08-01T23:22:54.693348+00:00
56,56/56_40.jpg,,,fishing,"Fishing, Fishing, Fishing",resting,90,Looks like they are resting in bed.,2025-08-03T01:00:27.718814+00:00
71,71/71_34.jpg,,,Pac-Man,"Pacman, Pacman, Pacman bro",Township,80,"Looks like a town layout, maybe from Township?",2025-08-03T01:13:55.240987+00:00
55,55/55_64.jpg,,,penguin,"Polar bear, Polar Bear, Penguin, Penguin",fox,45,That tail and the mischievous look... could it be a fox?,2025-08-03T17:38:48.593878+00:00
65,65/65_41.jpg,,,Hungary,"Hungary, Hungary, America, Usa",United States,95,"Stars and stripes, oh my! Looks like a flag of the United States to me.",2025-08-03T17:55:38.675891+00:00
60,60/60_105.jpg,,,water,"Water, Egg, Plant, Skibidi tolielt",milkshake,72,It looks like a milkshake with a face drawn on it!,2025-08-03T19:17:51.940973+00:00
64,64/64_18.jpg,,,Haribo,"Gummy bear brand, Haribo, GummyBear, Bag",Huggies,68,Looks like a diaper. Maybe it's Huggies?,2025-08-03T19:22:37.790783+00:00
60,60/60_106.jpg,,,ketchup,"Ketchup, Ketchup, Catsup",flying saucer,80,The shape reminds me of a flying saucer!,2025-08-03T00:49:05.155683+00:00
55,55/55_65.jpg,,,rabbit,"Dog, Rabbit, Rat",hedgehog,82,The scribbles make me think of a spiky hedgehog!,2025-08-03T21:50:27.9452+00:00
55,55/55_66.jpg,,,rabbit,"Rabbit, Face, 🐽🐽🐽🐽🐽🐽",squid,40,It looks like a squid with its tentacles all tangled up!,2025-08-03T21:54:28.870591+00:00
60,60/60_107.jpg,,,radish,"Banana, Radish, Radish, 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩",kettle,80,It looks like a kettle. Time for a cuppa!,2025-08-03T22:05:36.608318+00:00
55,55/55_67.jpg,,,rabbit,"Rabbit, Rabbit, Rabbit",squid,40,It looks like a squid with many tentacles!,2025-08-03T22:13:01.937149+00:00
55,55/55_68.jpg,,,cat,"Cat, Cat, Squid, Co",ghost shark,70,It looks like a ghost shark!,2025-08-03T22:14:50.51323+00:00
61,61/61_62.jpg,,,book,"Book, Bag, Laundry machine, Book",box,80,Looks like a box with a bunch of scribbles inside!,2025-08-03T22:51:11.905504+00:00
59,59/59_63.jpg,,,crosswalk,"Crosswalk, Road, Ground, Road",canal,60,Looks like a canal to me!,2025-08-03T23:26:48.316689+00:00
61,61/61_63.jpg,,,telescope,"Telescope, Telescope, Telescope, Telescope",arrow,55,It looks like an arrow pointing towards the sky!,2025-06-13T18:11:07.43655+00:00
61,61/61_64.jpg,,,boat,"Golf course, Island, Map, Boat",box,80,It looks like a box with some scribbles!,2025-08-03T21:47:44.684558+00:00
68,68/68_20.jpg,,,History,"History, History, History",Authority,65,"The word 'command' screams authority, doesn't it?",2025-06-13T21:26:53.327036+00:00
58,58/58_7.jpg,,,Luck,"Luck, Luck",Abstract,89,"It's so abstract, it could be anything! Or nothing at all...",2025-06-13T22:21:47.180313+00:00
65,65/65_42.jpg,,,Israel,"?, Mad face, Israel, China",Dubai,8,The buildings remind me of the Burj Khalifa in Dubai!,2025-06-13T23:16:14.206283+00:00
71,71/71_35.jpg,,,Space Invaders,"Space invaders, Super mario bros, Superman, Astronut",Digimon,40,Looks like a digital monster!,2025-06-13T23:32:50.656524+00:00
60,60/60_108.jpg,,,strawberry,"Strawberry, Juice, Strawberry, Strawberry",juice,70,It looks like juice with a straw and some berries.,2025-06-15T17:15:39.901084+00:00
56,56/56_41.jpg,,,flying,"Flying, Shapes, Plane",coughing,60,Looks like someone has a tickle in their throat!,2025-06-15T17:42:21.077035+00:00
61,61/61_65.jpg,,,toothbrush,"Toothbrush, Comb, Toothbrush, Tooth brush",barcode,89,Looks like a barcode to me!,2025-06-15T17:54:36.100469+00:00
61,61/61_66.jpg,,,scissors,"Pendulum, Scissors, Fruits",goggles,60,The two circles with a bridge remind me of swimming goggles.,2025-06-15T18:18:17.270908+00:00
67,67/67_8.jpg,,,Bowling,"Bowling, Bolling",Rafting,88,Looks like a raft going down a river!,2025-06-15T18:38:53.542211+00:00
60,60/60_109.jpg,,,potato,"Potato, Strawberry, Bean, Potato",bean,80,It looks like a bean!,2025-06-15T18:44:41.503639+00:00
57,57/57_59.jpg,,,scientist,"Scientist, Scientest, Scientist",performer,82,"The figure is presenting something, like a performer on stage.",2025-06-15T18:48:11.50279+00:00
64,64/64_19.jpg,,,LEGO,"Lego, Lego, Lego",Cartoon Network,55,"It looks like a cartoon character, so maybe it's related to Cartoon Network.",2025-06-13T21:12:04.080686+00:00
71,71/71_36.jpg,,,Guitar Hero,"Hand, Guitar hero, Guitar hero",Hand Simulator,70,"It's literally a hand, so why not?",2025-06-15T22:02:54.830599+00:00
71,71/71_37.jpg,,,Guitar Hero,"Guitar hero, Tv, Guitar hero, Wii",Shooter,40,"The stick figure is holding a gun, so it's a shooter game!",2025-06-15T22:13:43.66003+00:00
65,65/65_43.jpg,,,North Korea,"North korea, Ohio, America",Korea,8,"Looks like a fan, so I'm guessing Korea!",2025-06-15T22:21:26.442504+00:00
56,56/56_42.jpg,,,farting,"Murder, Farting, Farting",sick,85,The X's on the face make me think of someone who is sick.,2025-06-16T19:00:17.620002+00:00
56,56/56_43.jpg,,,farting,"Farting, Ferting, Farting, Falling",directing,60,Looks like they are directing traffic or giving instructions.,2025-06-16T19:03:39.190835+00:00
57,57/57_60.jpg,,,caveman,"Caveman, Crooks, Pirate",zombie,70,It looks like a zombie with stitches.,2025-06-16T20:05:17.149123+00:00
69,69/69_11.jpg,,,smartphone,"Soda, SmartPhone, Smart phone, Phone",radar,60,Could be a radar system sending out signals!,2025-06-16T20:51:59.40525+00:00
71,71/71_38.jpg,,,Fortnite,"Fortnite, Fortnite, Fortnite",Mr. Potato Head,80,It looks like Mr. Potato Head with a mustache and glasses!,2025-06-15T20:12:19.515492+00:00
55,55/55_69.jpg,,,tiger,"Tiger, Cat, Tiger, Tiger",kitten,80,It looks like a baby cat!,2025-06-16T22:54:30.699662+00:00
65,65/65_44.jpg,,,Netherlands,"Canda, Netherlands, United states, America",France,9,The cloud looks like the Eiffel Tower!,2025-06-17T18:06:35.352166+00:00
69,69/69_12.jpg,,,rocket,"Ufo, Rocket, Ufo, Rocket",observatory,82,It looks like an observatory with a dome on top!,2025-06-17T18:57:26.891326+00:00
61,61/61_67.jpg,,,hammer,"Hammer, Hamer, Hammer, Scrible",wand,80,It looks like a magic wand!,2025-06-17T19:05:35.254576+00:00
71,71/71_39.jpg,,,Tetris,"Brds, Roblox, Tetris, Duck hunt",Flappy Bird,89,Those birds look like they are flapping their wings!,2025-06-17T21:47:43.874351+00:00
57,57/57_61.jpg,,,scientist,"Scientist, Scientist, Scientist, Scientist or chemist",decorator,55,"They could be a decorator, adding flair to a room!",2025-06-17T22:21:46.017617+00:00
72,72/72_40.jpg,,,Moana,"Moana, Moana, Moana, Moana",Matilda,8,"The girl in the dress reminds me of Matilda, ready for school!",2025-06-17T22:56:44.214819+00:00
57,57/57_62.jpg,,,fortune teller,"Poop, Fortune, Super man, Fortune teller",manager,80,Perhaps it's a manager dividing up tasks?,2025-06-17T22:59:36.450708+00:00
65,65/65_45.jpg,,,Hungary,"Hungary, Hungary",New Zealand,15,"The shape is like an island, maybe like New Zealand?",2025-06-18T00:47:01.864003+00:00
60,60/60_110.jpg,,,fish and chips,"Fish and chips, Steak dinner, Breakfast",dinner,56,It looks like a full dinner plate. I wonder what's on the menu?,2025-06-18T01:34:22.975154+00:00
55,55/55_70.jpg,,,tiger,"Cat, Tiger, Tiger, Tiger",okapi,72,"It looks like an okapi, which is like a zebra-giraffe hybrid!",2025-06-16T22:34:26.442718+00:00
64,64/64_20.jpg,,,Starbucks,"Starbuks, Star buck., Starbucks, 🥰🍋‍🟩",7-Eleven,91,Looks like a building with a sign. The sign says '7-Eleven'!,2025-06-18T20:17:10.043055+00:00
57,57/57_63.jpg,,,old person,Old person,strongman,70,Looks like a strongman flexing his muscles!,2025-06-18T20:32:01.221274+00:00
55,55/55_71.jpg,,,spider,"Cat, Pider, Clipbord, Spider",ladybug,82,It looks like a ladybug with two spots!,2025-06-18T20:38:36.447982+00:00
60,60/60_111.jpg,,,durian,"Z☕️🥷, Xep, Durian",fruit,88,It looks like a generic fruit shape to me!,2025-06-18T21:15:15.615414+00:00
70,70/70_3.jpg,,,Hokusai,"Hokusai, Squrpion",Louise Bourgeois,80,The scorpion reminds me of Bourgeois' giant spider sculptures.,2025-06-18T21:20:27.841782+00:00
61,61/61_68.jpg,,,ruler,"Ruler, Ruler, Ruler, Ruler",notepad,80,It looks like a notepad with some notes scribbled on it.,2025-06-18T22:15:41.114928+00:00
61,61/61_69.jpg,,,key,"Key, Key, Key, Key",scribbles,99,"It's just a bunch of scribbles, plain and simple!",2025-06-18T19:16:42.631886+00:00
59,59/59_64.jpg,,,parking lot,"Field, Parking lot, Bridge, Windo",Messy Room,70,It looks like a room that is very messy.,2025-06-18T19:22:29.581464+00:00
60,60/60_112.jpg,,,sushi,"Cookie, Sushi, Burger Patty, Sushi",blackberry,80,It looks like a blackberry!,2025-06-18T23:01:01.582357+00:00
71,71/71_40.jpg,,,Space Invaders,"Spaceship, Space invaders",Soccer,65,The drawing looks like a ball on a field.,2025-06-18T23:15:32.908286+00:00
60,60/60_113.jpg,,,sushi,"Sushi, Sushi",bagel,82,"It looks like a bagel, ready to be toasted and topped with cream cheese!",2025-06-18T23:49:01.710725+00:00
55,55/55_72.jpg,,,shark,Shark,earthworm,30,Looks like an earthworm's messy tunnel system!,2025-06-19T03:06:06.255394+00:00
65,65/65_46.jpg,,,Canada,"Canada, Gg, Canada, Holand",Egypt,70,"Hmm... the drawing looks like a TV with a hand in it, and the word REEP on top?",2025-06-19T03:28:33.286275+00:00
58,58/58_8.jpg,,,Love,"Love, Ih",Flight,72,"The figure looks like it is flying, maybe representing flight?",2025-06-19T04:24:46.843248+00:00
64,64/64_21.jpg,,,IKEA,"Key, Ikea, Ikea",LG,70,"It looks like a monitor, maybe it's an LG monitor?",2025-06-19T04:38:34.203548+00:00
65,65/65_47.jpg,,,Italy,"I have no idea, Italy, America, You need to make a contry",Singapore,10,"The wall looks like an apartment building, maybe in Singapore?",2025-06-20T18:06:26.027592+00:00
60,60/60_114.jpg,,,pretzel,"Pretzel, Pretzel, Pretzel",ravioli,82,It looks like a ravioli with a little sauce droplet.,2025-06-20T19:30:37.802477+00:00
55,55/55_73.jpg,,,hamster,"Turtle, Turtle, Hamster",bull,60,Looks like a bull to me!,2025-06-20T19:32:59.114544+00:00
60,60/60_115.jpg,,,pretzel,"Person, Pretzel, Eight, Sprite",cotton candy,82,It looks like a fluffy cloud of cotton candy!,2025-06-20T20:12:03.947171+00:00
60,60/60_116.jpg,,,smoothie,"Smoothie, Smoothie, Smoothie",dot,5,It looks like a dot.,2025-06-18T22:53:08.513364+00:00
59,59/59_65.jpg,,,train station,"Trainstation, Train station, Train staition, Train staition",jail,80,Looks like a jail cell to me!,2025-06-20T20:38:37.560469+00:00
72,72/72_41.jpg,,,Jaws,"Sharks., Shark tank, Sharktsnk, Jaws",A Bug's Life,34,Could be a bug on a mountain. A Bug's Life!,2025-06-20T21:19:13.929127+00:00
65,65/65_48.jpg,,,Saudi Arabia,"Saudi arabia, Russia, Usa, Turkey",Netherlands,8,"The flag is simple, like the Dutch flag!",2025-06-20T21:44:46.896461+00:00
61,61/61_70.jpg,,,jacket,"Hammer, Jacket, Fire hydrant, ..........",earmuffs,82,Looks like a pair of earmuffs to keep your ears warm!,2025-06-20T22:08:45.096188+00:00
60,60/60_117.jpg,,,bread,"Bread, Bread, Bread, Bread",cherry,80,It looks like a cherry on a stem!,2025-06-20T22:26:02.414077+00:00
60,60/60_118.jpg,,,coconut,"Cantolope, Coconut, Pumpkin, Coconut",cantaloupe,65,The lines remind me of the outside of a cantaloupe.,2025-06-20T22:41:07.392267+00:00
67,67/67_9.jpg,,,Tennis,Tennis,Cannonball,92,Looks like someone doing a cannonball into the water!,2025-06-21T00:47:37.933209+00:00
72,72/72_42.jpg,,,The Matrix,The matrix,Fallen,80,Looks like someone has fallen over!,2025-06-21T03:26:39.756812+00:00
72,72/72_43.jpg,,,The Lion King,The lion king,Flush Away,80,"The drawing looks like a toilet and some figures, maybe they are getting flushed away.",2025-06-21T04:05:47.298701+00:00
55,55/55_74.jpg,,,panda,"Panda, But, Frog, Fly",echidna,30,The snout and body shape vaguely resemble an echidna.,2025-06-20T20:34:46.666161+00:00
67,67/67_10.jpg,,,Soccer,"Sewer, Soccer, Soccer, Soccer",Netball,60,"Looks like a net, so maybe it's netball!",2025-06-21T21:53:49.180283+00:00
71,71/71_41.jpg,,,Bioshock,"Tetris, Book, Zelda, Bioshock",Homescapes,15,"It looks like a phone screen, maybe with a puzzle game.",2025-06-21T22:58:34.542089+00:00
60,60/60_119.jpg,,,yogurt,"Yogurt, Carrot, Carrot, Yogurt",juice,82,It looks like a glass of juice!,2025-06-21T23:15:53.125491+00:00
67,67/67_11.jpg,,,Kayaking,"Kayaking, Scribble, Soccer, Soccer",Ball,80,It looks like a ball with a lot of scribbles around it.,2025-06-21T23:51:24.545672+00:00
67,67/67_12.jpg,,,Bowling,"Bowling, Bowling, Bowling",Beach Volleyball,82,Looks like someone is about to hit the ball in beach volleyball.,2025-06-22T17:49:16.719315+00:00
56,56/56_44.jpg,,,eating,"Robber, Huuuh, Eating, Eating",sobbing,82,Looks like someone is sobbing uncontrollably.,2025-06-22T17:58:57.812871+00:00
65,65/65_49.jpg,,,India,"., India, India, India",New Zealand,89,The wavy lines remind me of the coast of New Zealand.,2025-06-22T19:07:01.954462+00:00
65,65/65_50.jpg,,,Argentina,"Argentina, China",Australia,8,"The scribbled drawing looks like a boomerang, doesn't it?",2025-06-22T19:14:11.318681+00:00
71,71/71_42.jpg,,,Tetris,"Tetris, Tetris, Mincraft, Couch",Cities: Skylines,68,"It looks like a city being built, maybe a modern take on SimCity?",2025-06-22T19:31:59.585969+00:00
65,65/65_51.jpg,,,Brazil,"Chicken leg, Light bulb, Uruguay, Brazil",New Zealand,15,"The shape reminds me of a kiwi bird, maybe?",2025-06-21T21:42:25.02303+00:00
67,67/67_13.jpg,,,Swimming,"Football , Swimming, Soccer, Football",Obstacle Course,60,It looks like an obstacle course with hurdles and walls.,2025-06-22T20:52:04.477798+00:00
68,68/68_21.jpg,,,April Fools,"Poopimng, Toilet, Toilet, April fools",Meeting,56,Looks like someone is sitting down in a meeting. Just a wild guess!,2025-06-22T21:35:11.328239+00:00
66,66/66_3.jpg,,,Leaning Tower of Pisa,"Leaning tower of pisa, Leaning towner of pizza, Leaning tower of piza, Leaning tower of isa",Skyscraper,82,It looks like a tall building with many windows.,2025-06-22T23:13:07.969422+00:00
67,67/67_14.jpg,,,Jet Skiing,"Ski?, Jet, D, Jet skiing",Arrow,88,"Looks like an arrow, ready to pierce the target!",2025-06-22T23:50:05.846053+00:00
61,61/61_71.jpg,,,bottle,"Bottle, Trash, Bittle, Bunny",container,60,"It looks like a container of some sort, but what could it be?",2025-06-22T23:55:56.035316+00:00
65,65/65_52.jpg,,,Kenya,"Kenya, Kenya, Kenya, England",Taiwan,45,The symbol in the middle looks like the sun on the flag of Taiwan.,2025-06-23T18:12:52.396168+00:00
65,65/65_53.jpg,,,Argentina,"Chile, Argentina, Argentina",Portugal,8,"The shape reminds me of a map of Portugal, maybe?",2025-06-23T18:38:02.239718+00:00
55,55/55_75.jpg,,,monkey,"Monkey, Bird, Monkey",goose,60,The long neck and body shape resemble a goose.,2025-06-23T18:52:52.161359+00:00
57,57/57_64.jpg,,,pirate,"Pirate, Pirate, Pierat, Pirate",illusionist,72,"It's a confusing mess, like an illusionist's trick!",2025-06-23T21:30:37.856335+00:00
61,61/61_72.jpg,,,envelope,"Envlope, Envelope",raft,70,It looks like a raft floating on water.,2025-06-23T21:44:14.361391+00:00
72,72/72_44.jpg,,,Batman,"Batman, Batman, BAT MAN",Towering Inferno,33,Looks like a tall building on fire!,2025-06-23T21:56:42.660036+00:00
65,65/65_54.jpg,,,Israel,"Flag, Israel, Israel",Liberia,82,The stripes and star remind me of the Liberian flag!,2025-06-23T22:27:27.53391+00:00
72,72/72_45.jpg,,,Avatar,"Anime, Avarter, Avatar, Avatar",The Archer,42,The drawing looks like an archer with a bow and arrow.,2025-06-23T23:18:26.998116+00:00
60,60/60_120.jpg,,,french fries,"Hambegur, Fries, Hambrgr drink, French fries",milkshake,80,Looks like a milkshake with a straw!,2025-06-23T23:21:14.942956+00:00
